original,second_part,lemma,genus,compound_forms,concept,definition,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment,article,full_definition
klimagerechtigkeit,gerechtigkeit,gerechtigkeit,f,"['klimagerechtigkeit', 'klimagerechtigkeiten']",abstraction,['gerecht oder fair zu sein'],"['gerechtigkeit', 'ungerechtigkeit']","Counter({'Greta Thunberg': 7, 'Olaf Scholz': 6, 'Angela Merkel': 6, 'Joe Biden': 6, 'Mitzi Jonelle Tan': 5, 'Kenneth Richard': 4, 'Sina Reisch': 3, 'Hilda Nakabye': 3, 'Eckart von Hirschhausen': 3, 'Christian Stöcker': 3, 'Jördis Thümmler': 3, 'Ella Kissi-Debrah': 3, 'Yannick Passeick': 3, 'Detlef Laußmann': 2, 'Vanessa Nakate': 2, 'Georg Flyod': 2, 'Jair Bolsonaro': 2, 'Kathrin Henneberger': 2, 'Janusz Wojciechowski': 2, 'Ursula von der Leyen': 2, 'Lena MeyerLandrut': 2, 'Erik Marquart': 2, 'Katja Riemann': 2, 'Roland Meister': 2, 'Dalila Nouame': 2, 'Helena Marschall': 2, 'Annika Kruse': 2, 'Said Nesar Hashemi': 2, 'Kaloyan Velkov': 2, 'Sedat Gürbüz': 2, 'Hamza Kurtović': 2, 'Gökhan Gültekin': 2, 'Ferhat Unvar': 2, 'Fatih Saraçoğlu': 2, 'Françoise Vergès': 2, 'Svenja Schulze': 1, 'Marie Klee': 1, 'Luisa Neubauer': 1, 'Adélaïde Charlier': 1, 'Frank Plasberg': 1, 'Holger Bär': 1, 'Niels Ehlers': 1, 'Kai Bergmann': 1, 'Simon Sutterlütti': 1, 'Bernd Fiedler': 1, 'Sylvia Hartmann': 1, 'Tedros Adhanom Ghebreyesus': 1, 'Stella Kyriakides': 1, 'Howey Ou': 1, 'Marlene Moses': 1, 'Friedrich Merz': 1, 'Armin Laschet': 1, 'Norbert Röttgen': 1, 'Isabelle Axelsson': 1, 'Joschua Elbing': 1, 'Sarah Bauer': 1, 'Paula Stoffels': 1, 'Ann Pettifor': 1, 'Inga Thao My Bui': 1, 'Fabian Schäfer': 1, 'Disha Ravi': 1, 'Axel Fischer': 1, 'Karin Strenz': 1, 'Asuka Kähler': 1, 'Christina Schliesky': 1, 'Axel Strutz': 1, 'Alexej Nawalny': 1, 'Christiane Averbeck': 1, 'Nicolas Hulo': 1, 'Wolfgang Schäuble': 1, 'Nicholas Stern': 1, 'Pauline Brünger': 1, 'Quang Paasch': 1, 'Catarina Mota': 1, 'Donald Trump': 1, 'Daniela Gottschlich': 1, 'Raimond Lüppken': 1, 'Michael Hebeisen': 1, 'Katrina Mc Kee': 1, 'Helene Helix Heyer': 1, 'Hermann von Wissmann': 1, 'Paul Crutzen': 1, 'Alex Lubin': 1, 'Nene Opoku': 1, 'Gaye Theresa Johnson': 1, 'Marion Andert': 1, 'Viola Nordsieck': 1, 'Adelheid Biesecker': 1, 'Marius Hasenheit': 1, 'Klara Kauhausen': 1, 'Henning Flad': 1})","Counter({'FFF': 59, 'EU': 15, 'Bundestag': 9, 'Gewerkschaft ver.di': 8, 'Students for Future': 7, 'Public Climate School': 6, 'BUNDjugend': 5, 'MatterBewegung': 4, 'DIE WELT': 4, 'YouTube Aktuelles': 4, 'Der Spiegel': 4, 'Climate and Gender Justice': 4, 'Environmental Protection Agency': 3, 'SPD': 3, 'Lufthansa': 3, 'PCS': 3, 'Weltgesundheitsorganisation': 3, 'CSU': 3, 'RWE': 3, 'MAPA': 3, 'Spiegel': 3, 'FARN': 3, 'Evangelische Schule Berlin': 2, 'Parents for Future': 2, 'Europäischen Union': 2, 'CDU': 2, 'ETS': 2, 'Institut für ökologische Wirtschaftsforschung': 2, 'GAP': 2, 'Deutschen Fachverband für Agroforstwirtschaft': 2, 'Weltbank': 2, 'OnlineDemo': 2, 'WMO': 2, 'Commerzbank': 2, 'PM': 2, 'BUND': 2, 'Wuppertal Institut': 2, 'XR Trier': 2, 'XR Darmstadt': 2, 'XR Thüringen': 2, 'XR Göttingen': 2, 'XR Freiburg': 2, 'XR Bremen': 2, 'XR Magdeburg': 2, 'XR Heidelberg': 2, 'XR HamburgWest': 2, 'Antirassitische Gruppe': 2, 'XR Potsdam': 2, 'XR Zwickau': 2, 'XR Dresden': 2, 'ZDF': 2, 'Stiftung Klima- und Umweltschutz': 2, 'DIW': 2, 'AFD': 2, 'Rosa Luxemburg Stiftung': 2, 'Fachstelle Radikalisierungsprävention': 2, 'ABC': 1, 'Hinterland of Things': 1, 'PAB': 1, 'Ministerin für Naturschutz und Umwelt': 1, 'ravensburg': 1, 'ARD': 1, 'AdaniKohlemine': 1, 'Siemens': 1, 'MigrantifaGruppen': 1, 'Migrantifa for Future': 1, 'HeidelbergCement': 1, 'Paritätischen Gesamtverband': 1, 'schwedischen Parlament': 1, 'KNOe Grüner': 1, 'Kapitalistischer Wachstunszwang': 1, 'NFF': 1, 'P4F': 1, 'Europäische Union': 1, 'Rotes Kreuz': 1, 'PlantforthePlanet Foundation': 1, 'GLS Bank': 1, 'Organisation Care': 1, 'Essen': 1, 'Deutschland international': 1, 'BDI': 1, 'Initiative Neue Soziale Marktwirtschaft': 1, 'INSM': 1, 'Instituts der deutsche Wirtschaft': 1, 'IW': 1, 'BDA': 1, 'Greenpeace': 1, 'Shell': 1, 'OMV': 1, 'Union': 1, 'GermanZero': 1, 'Bund für Umwelt und Naturschutz': 1, 'DUH': 1, 'Deutschen Umwelthilfe': 1, 'Teachers for Future': 1, 'Entrepreneurs for Future': 1, 'Europäische Parlament': 1, 'Europäische Rat': 1, 'BNE': 1, 'MigrantifaBewegung': 1, 'Internationale Strafgerichtshof': 1, 'Spiegel Online': 1, 'Hamburg for Future': 1, 'Or': 1, 'Umweltinstitut München': 1, 'Scientists For Future': 1, 'Bundesministerium für Wirtschaft und Energie': 1, 'FDP': 1, 'Linke': 1, 'Die Grünen': 1, 'People For Future Weilburg': 1, 'Demokratische Partei': 1, 'KlimaAllianz Deutschland': 1, 'Wuppertal Institutes': 1, 'SachsenAnhalt': 1, 'Umweltminister': 1, 'belgische Universität Mons': 1, 'Jugendorganisation der Grünen': 1, 'Gazprom': 1, 'Stiftung Urgenda': 1, 'Europäischen Gerichtshof': 1, 'LNG': 1, 'Grafik AG': 1, 'Kampagnen AG': 1, 'EVPFraktion': 1, 'Radikalisierungsprävention in Deutschland': 1, 'Universität Bielefeld': 1, 'Institut für interdisziplinäre Konflikt- und Gewaltforschung': 1, 'IKG': 1, 'BUKO': 1, 'jugendschutz.net': 1, 'Ecological Perspectives for Science & Society': 1, 'www.zdf.de': 1, 'GAIA': 1, 'GMF': 1, 'TU Berlin': 1, 'Fridays for Hubraum': 1, 'Naturfreunde': 1, 'Naturfreundejugend Deutschlands': 1, 'DegrowthBewegung': 1, 'Degrowth': 1, 'Bundesarbeitsgemeinschaft Kirche': 1, 'Hochschule für nachhaltige Entwicklung Eberswalde': 1, 'HNEE': 1, 'Initiative Reclaim The Forest': 1})","Counter({'Barbara Hendricks': 2, 'Wolfgang Thüne': 2, 'Hanna Thiele': 1, 'Horst-Joachim Lüdecke': 1, 'Claudia Kemfert': 1, 'Anton Hofreiter': 1, 'Karl Marx': 1, 'Hans Joachim Schellnhuber': 1, 'Angela Merkel': 1})","Counter({'Die Grünen': 2, 'EU': 2, 'katholische Kirche': 2, 'NATO': 1, 'DPG': 1, 'FDP': 1, 'Europäischen Union': 1, 'Bundestag': 1, 'katholischen Kirche': 1})","Counter({'global': 9, 'mehr': 5, 'effektiv': 4, 'jetzt': 3, 'laut': 2, 'international': 2, 'echt': 2, 'letzter': 1, 'zwar': 1, 'unbequem': 1, 'klassizistisch': 1, 'solidarisch': 1, 'vieler': 1, 'weltweit': 1, 'anderswo': 1, 'kein': 1, 'technisch': 1, 'alt': 1, 'Jetzt': 1, 'umfassend': 1, 'wirklich': 1, 'antifaschistisch': 1, 'regional': 1, 'menschenrechtlich': 1})","Counter({'global': 3, 'mehr': 3, 'kein': 1})",0.0,0.4,,,280,16,1.0,0.195064067345776,"['Forderung', 'Bewegung', 'gehen', 'global', 'Einhaltung', 'rechter', 'fordern', 'Kampf', 'bedeuten', 'einsetzen']","['aufgreifen', 'mehr', 'global']",neutral,die,"Klimagerechtigkeit, die
Der Begriff ""Klimagerechtigkeit"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 16 Mal von den Klimaforschungsskeptikern und 280 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.2 für die Skeptiker und 1.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Subdiskurs der Klimaforschungsvertreter wird der Begriff von Wörtern wie 'global' und 'mehr' modifiziert. Modifizierer wie 'global' und 'mehr' treten häufig auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Barbara Hendricks und Wolfgang Thüne und der Vertreter Korpus Greta Thunberg und Olaf Scholz. Im Kontext von ""Klimagerechtigkeit"" erfolgt die Nennung folgender Organisation(en): Die Grünen, EU (Skeptiker Korpus) und FFF, EU (Vertreter Korpus).

Siehe auch: Klimaungerechtigkeit
Häufige Kollokationen: 'global', 'mehr' (Skeptiker) und 'Kampf', 'bedeuten' (Vertreter)"
klimageschrei,geschrei,geschrei,n,"['klimageschreis', 'klimageschrei']",abstraction,"['ein lautes, raues oder schrilles Geräusch']","['geschrei', 'aufschrei']",,,,Counter({'Siemens': 1}),,Counter(),,0.0,,,0,1,0.0,0.0,[],[],neutral,das,"Klimageschrei, das
Der Begriff ""Klimageschrei"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimageschrei"" erfolgt die Nennung folgender Organisation(en): Siemens (Skeptiker Korpus).

Siehe auch: Klimaaufschrei"
klimageschäft,geschäft,geschäft,n,"['klimageschäfte', 'klimageschäfts', 'klimageschäften', 'klimageschäft', 'klimageschäftes']",abstraction,"['ein rechtmäßiges Anliegen oder eine Verantwortung', 'das Geschäft, das einem Handelsunternehmen von seinen Kunden übertragen wird', ' ein mehr oder weniger praktisches Tun', 'eine Handelseinrichtung für den Einzelverkauf von Waren oder Dienstleistungen']",[],"Counter({'Franz Perrez': 1, 'Christian Eichler': 1, 'Susanne Schwarz': 1, 'Annalena Baerbock': 1, 'Tony Rinaudo': 1})","Counter({'Union': 1, 'Klimawissen e.V': 1})",,"Counter({'der Grünen': 1, 'Commerzbank': 1, 'Aldi': 1, 'Die Grünen': 1})",Counter({'international': 1}),Counter(),0.0,0.0,,,0,2,0.0,0.0156966951518003,[],[],negativ,das,"Klimageschäft, das
Der Begriff ""Klimageschäft"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) der Vertreter Korpus Franz Perrez, Christian Eichler. Im Kontext von ""Klimageschäft"" erfolgt die Nennung folgender Organisation(en): der Grünen, Commerzbank (Skeptiker Korpus) und Union, Klimawissen e.V (Vertreter Korpus)."
klimagesinnung,gesinnung,gesinnung,f,"['klimagesinnungen', 'klimagesinnung']",action,"['die Abweichung von einer vertikalen Position', 'eine umfassende Sicht auf die Welt und das menschliche Leben', 'die Anordnung des Körpers und seiner Gliedmaßen']",[],,,"Counter({'Ursula von der Leyen': 1, 'Angela Merkel': 1})","Counter({'Bayerisches Landesamt für Umwelt': 1, 'EIKE': 1, 'PIK': 1})",,"Counter({'richtig': 2, 'grün': 1, 'diesmal': 1})",,0.0,,,0,2,0.0,0.0156966951518003,[],[],neutral,die,"Klimagesinnung, die
Der Begriff ""Klimagesinnung"" bezeichnet eine Aktion im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Modifizierer wie 'richtig' treten häufig auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Ursula von der Leyen und Angela Merkel. Im Kontext von ""Klimagesinnung"" erfolgt die Nennung folgender Organisation(en): Bayerisches Landesamt für Umwelt, EIKE (Skeptiker Korpus)."
klimaglaube,glaube,glaube,m,"['klimaglaubens', 'klimaglaube', 'klimaglauben']",abstraction,"['der Zustand, sicher zu sein', 'eine öffentliche Erklärung des Glaubens', 'eine Einrichtung zum Ausdruck des Glaubens an eine göttliche Macht']","['glaube', 'gläubigkeit']",,,"Counter({'Angela Merkel': 2, 'Donald Trump': 1, 'Melanie Guldi': 1, 'Alan Barreca': 1, 'Olivier Deschenes': 1})","Counter({'Die Grünen': 2, 'PIK': 1, 'EU': 1, 'Europäischen Union': 1, 'Tagesspiegel': 1, 'EIKE': 1, 'Klima- „ Wissenschaft': 1, 'CDU': 1})",,"Counter({'global': 2, 'offiziell': 1, 'ideologisch': 1, 'personell': 1})",,0.0,,,0,6,0.0,0.0716249048365728,[],['global'],neutral,der,"Klimaglaube, der
Der Begriff ""Klimaglaube"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 6 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.07 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Modifizierer wie 'global' treten häufig auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel und Donald Trump. Im Kontext von ""Klimaglaube"" erfolgt die Nennung folgender Organisation(en): Die Grünen, PIK (Skeptiker Korpus).

Siehe auch: Klimagläubigkeit
Häufige Kollokationen: 'global' (Skeptiker) "
klimaglaubensbekenntnis,glaubensbekenntnis,glaubensbekenntnis,n,"['klimaglaubensbekenntnissen', 'klimaglaubensbekenntnisses', 'klimaglaubensbekenntnisse', 'klimaglaubensbekenntnis']",abstraction,['ein System von Grundsätzen oder Überzeugungen'],[],,,,Counter({'CDU': 1}),,Counter(),,0.0,,,0,1,0.0,0.0,[],[],neutral,das,"Klimaglaubensbekenntnis, das
Der Begriff ""Klimaglaubensbekenntnis"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimaglaubensbekenntnis"" erfolgt die Nennung folgender Organisation(en): CDU (Skeptiker Korpus)."
klimaglaubenslehre,glaubenslehre,glaubenslehre,f,"['klimaglaubenslehre', 'klimaglaubenslehren']",abstraction,[],[],,,Counter({'Angela Merkel': 1}),"Counter({'Tagesspiegel': 1, 'EIKE': 1, 'Die Grünen': 1})",,Counter({'offiziell': 1}),,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimaglaubenslehre, die
Der Begriff ""Klimaglaubenslehre"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel. Im Kontext von ""Klimaglaubenslehre"" erfolgt die Nennung folgender Organisation(en): Tagesspiegel, EIKE (Skeptiker Korpus)."
klimagläubigkeit,gläubigkeit,gläubigkeit,f,['klimagläubigkeit'],abstraction,['Frömmigkeit aufgrund von Frömmigkeit'],"['gläubigkeit', 'glaube']",,,,Counter({'NPD': 1}),,Counter(),,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimagläubigkeit, die
Der Begriff ""Klimagläubigkeit"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimagläubigkeit"" erfolgt die Nennung folgender Organisation(en): NPD (Skeptiker Korpus).

Siehe auch: Klimaglaube"
klimagnom,gnom,gnom,,"['klimagnome', 'klimagnoms', 'klimagnomen', 'klimagnom']",person,"['(Folklore) Feen, die etwas schelmisch sind', 'ein Fischköder, der beim Schleppangeln verwendet wird']",[],,,,,Counter(),,0.0,,Fremdzuschreibung,,1,0,0.0,0.0,[],[],neutral,0,"Klimagnom, 0
Der Begriff ""Klimagnom"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimagnom"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Vertreter. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
klimagott,gott,gott,m,"['klimagott', 'klimagotts', 'klimagötter', 'klimagöttern', 'klimagotte', 'klimagottes']",person,"['ein materielles Bildnis, das verehrt wird', 'Begriffe, die sich auf den jüdisch-christlichen Gott beziehen', 'das übernatürliche Wesen, das als vollkommener, allmächtiger und allwissender Urheber und Herrscher des Universums angesehen wird; Gegenstand der Anbetung in monotheistischen Religionen']","['gott', 'göttin']",,,,Counter({'ZDF': 1}),,Counter({'strafend': 1}),,0.3333333333333333,,Exernal,0,5,0.0,0.0592978062696087,[],"['potsdamer', 'huldigen']",neutral,der,"Klimagott, der
Der Begriff ""Klimagott"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 5 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.06 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimagott"" hierbei im Sinne einer Exernal von Seiten der Skeptiker. In 33% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimagott"" erfolgt die Nennung folgender Organisation(en): ZDF (Skeptiker Korpus).

Siehe auch: Klimagöttin
Häufige Kollokationen: 'potsdamer', 'huldigen' (Skeptiker) "
klimagunst,gunst,gunst,f,['klimagunst'],abstraction,"['etwas, wofür man dankbar sein kann', 'eine Neigung zu freundlichen oder wohltätigen Handlungen', 'Empfinden, treu zu sein', 'ein leichter Wettbewerbsvorteil']",[],,,,,,Counter(),,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimagunst, die
Der Begriff ""Klimagunst"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
klimagöttin,göttin,göttin,f,"['klimagöttin', 'klimagöttinnen']",person,[],"['göttin', 'gott']",,,Counter({'Greta Thunberg': 1}),,,Counter({'neu': 1}),,0.0,,Exernal,0,1,0.0,0.0,[],[],positiv,die,"Klimagöttin, die
Der Begriff ""Klimagöttin"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimagöttin"" hierbei im Sinne einer Exernal von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell positiv konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Greta Thunberg.

Siehe auch: Klimagott"
klimahardliner,hardliner,hardliner,m,"['klimahardliner', 'klimahardlinern', 'klimahardliners']",person,['Befürworter einer aggressiven Politik in den Außenbeziehungen'],[],,,,Counter({'University of Cambridge': 1}),,Counter(),,0.0,,Exernal,0,1,0.0,0.0,[],[],negativ,der,"Klimahardliner, der
Der Begriff ""Klimahardliner"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimahardliner"" hierbei im Sinne einer Exernal von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimahardliner"" erfolgt die Nennung folgender Organisation(en): University of Cambridge (Skeptiker Korpus)."
