original,second_part,noun_forms,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_updated,con_updated,tfidf_pro,tfidf_con
klimageschrei,geschrei,"['geschreis', 'geschrei']",geschrei,n,"['klimageschreis', 'klimageschrei']",,,[],['Siemens'],,[],negative,0.0,"['Gebrüll', 'Gejohl', 'Gejohle', 'Gegröl', 'Krakeel', 'Geschrei', 'Gelärm', 'Gegröle', 'Lärmerei', 'Schreierei', 'Brüllerei', 'Grölerei', 'Gelärme']","['Ruf', 'Ausruf', 'Exclamatio', 'Schrei']","['Äußerung', 'Vorbringen']","['noise', 'sound', 'occurrence', 'occurrent', 'natural event', 'happening', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['ein lautes, raues oder schrilles Geräusch']",[],[],schrei,geschrei,geschre,geschrei,,,,,"['geschrei', 'aufschrei']","['geschrei', 'aufschrei']",negative,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimageschäft,geschäft,"['geschäfte', 'geschäfts', 'geschäften', 'geschäft', 'geschäftes']",geschäft,n,"['klimageschäfte', 'klimageschäfts', 'klimageschäften', 'klimageschäft', 'klimageschäftes']","['Tony Rinaudo', 'Franz Perrez', 'Annalena Baerbock', 'Christian Eichler', 'Susanne Schwarz']","['Klimawissen e.V', 'Union']",[],"['Aldi', 'Die Grünen', 'Commerzbank', 'Die Grünen']",['international'],[],positive,0.0,"['Tätigkeit', 'Handel', 'Verkaufsstelle', 'Geschäftstätigkeit', 'Deal', 'geschäftliche Tätigkeit', 'Beschäftigung', 'Handel für', 'Geschäft', 'Schaffen', 'Shop', 'Laden', 'Kaufhaus', 'geschäftliche Aktivitäten', 'Tun', 'Geschäftsleben', 'Arbeit', 'Handlung']","['Versuch', 'Auslass', 'Vorsatz', 'Auslauf', 'Unternehmung', 'Bearbeitung', 'Erledigung']","['Auslass', 'Auslauf', 'Erledigung', 'Bearbeitung', 'Versuch', 'Vorsatz', 'Unternehmung']","['worry', 'vexation', 'concern', 'headache', 'negative stimulus', 'input', 'stimulant', 'stimulation', 'stimulus', 'information', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein rechtmäßiges Anliegen oder eine Verantwortung', 'das Geschäft, das einem Handelsunternehmen von seinen Kunden übertragen wird', ' ein mehr oder weniger praktisches Tun', 'eine Handelseinrichtung für den Einzelverkauf von Waren oder Dienstleistungen']",[],[],schaf,geschäft,geschäft,geschaft,,,,,,[],positive,0.0,negative,,,0.0,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,1,2,,0.0156966951518003
klimagesinnung,gesinnung,"['gesinnungen', 'gesinnung']",gesinnung,f,"['klimagesinnungen', 'klimagesinnung']",,,"['Ursula von der Leyen', 'Angela Merkel']","['EIKE', 'Bayerisches Landesamt für Umwelt', 'PIK']",,"['richtig', 'grün', 'diesmal', 'richtig']",neutral,0.0,"['Weltsicht', 'Position', 'Denkweise', 'Veranlagung', 'welches Sinnes', 'Geisteshaltung', 'Mindset', 'Weltanschauung', 'Selbstverständnis', 'Wertauffassung', 'Charakteranlage', 'innere Haltung', 'Haltung', 'Sinnesart', 'geistiger Standort', 'Weltbild', 'wes Sinnes', 'Gesinnung', 'Lebenseinstellung', 'Auffassung vom Leben', 'Couleur', 'Grundeinstellung', 'Philosophie', 'welchen Sinnes', 'Grundüberzeugung', 'Werte', 'ideologischer Standort', '(innere) Einstellung', 'Weltauffassung', 'Denkungsart', 'Grundhaltung', 'Sicht der Dinge', 'wes Geistes Kind', 'Mentalität', 'Stellung', 'Ideologie', 'Denke', 'Überzeugung', 'Neigung', 'Attitüde', 'Weltverständnis', 'Standpunkt', 'Ethos']","['Talent', 'Begriff', 'Ausdruck', 'Denkweise', 'Auffassung', 'Anschauung', 'Idee', 'Begabung', 'Vorstellung', 'Gabe', 'Anlage', 'Fähigkeit']","['Gabe', 'Anlage', 'Fähigkeit', 'Talent', 'Begabung', 'Idee', 'Auffassung', 'Anschauung', 'Vorstellung', 'Begriff', 'Ausdruck', 'Denkweise']","['human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['die Abweichung von einer vertikalen Position', 'eine umfassende Sicht auf die Welt und das menschliche Leben', 'die Anordnung des Körpers und seiner Gliedmaßen']",[],[],sinnung,gesinnung,gesinnung,gesinn,,,,,,[],negative,0.0,neutral,,,,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
klimaglaube,glaube,"['glaubens', 'glaube', 'glauben']",glaube,m,"['klimaglaubens', 'klimaglaube', 'klimaglauben']",,,['Donald Trump'],"['Die Grünen', 'EU', 'Europäischen Union']",,"['offiziell', 'ideologisch', 'global', 'global', 'personell']",negative,0.0,"['Glaubensrichtung', 'Bekenntnis', 'Glaube', 'Denomination', 'Religion', 'Gewissheit', 'Weltanschauung', 'Zuversicht', 'Konfession', 'Kirche', 'Glauben', 'religiöse Überzeugung', 'Vertrauen']","['Glaubensrichtung', 'Glaube', 'Religion', 'Weltanschauung', 'Kirche', 'Glauben', 'religiöse Überzeugung']","['Glaube', 'Weltanschauung', 'Religion', 'Kirche', 'Glaubensrichtung', 'Glauben', 'religiöse Überzeugung']","['cognitive state', 'state of mind', 'psychological condition', 'psychological state', 'mental state', 'mental condition', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['der Zustand, sicher zu sein', 'eine öffentliche Erklärung des Glaubens', 'eine Einrichtung zum Ausdruck des Glaubens an eine göttliche Macht']",[],[],glaub,glaub,glaub,glaub,,,,,"['glaube', 'gläubigkeit']","['glaube', 'gläubigkeit']",neutral,0.0,neutral,,,,0.0,0,6,,0.0716249048365728,,['global'],0,6,,0.0716249048365728,,6,,0.0716249048365728
klimaglaubensbekenntnis,glaubensbekenntnis,"['glaubensbekenntnissen', 'glaubensbekenntnisses', 'glaubensbekenntnisse', 'glaubensbekenntnis']",glaubensbekenntnis,n,"['klimaglaubensbekenntnissen', 'klimaglaubensbekenntnisses', 'klimaglaubensbekenntnisse', 'klimaglaubensbekenntnis']",,,[],['CDU'],,[],neutral,0.0,"['Credo', 'Glaubensbekenntnis', 'geglaubter Grundsatz', 'Kredo']","['Mentalität', 'Haltung', 'Einstellung zu', 'Philosophie', 'Auffassung vom Leben', 'Grundeinstellung']","['Haltung', 'Grundeinstellung', 'Auffassung vom Leben', 'Philosophie', 'Einstellung zu', 'Mentalität']","['philosophy', 'ism', 'school of thought', 'doctrine', 'philosophical system', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,['ein System von Grundsätzen oder Überzeugungen'],[],[],glaubensbekenntni,glaubensbekenntni,glaubensbekenntn,glaubensbekenntnis,,,,,,[],positive,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimaglaubenslehre,glaubenslehre,"['glaubenslehre', 'glaubenslehren']",glaubenslehre,f,"['klimaglaubenslehre', 'klimaglaubenslehren']",,,['Angela Merkel'],"['Tagesspiegel', 'EIKE', 'Die Grünen']",,['offiziell'],neutral,0.0,[],[],[],,abstraction,[],[],[],glaubenslehr,glaubenslehr,glaubenslehr,glaubenslehr,,,,,,[],neutral,0.0,neutral,,,,0.0,0,1,,,,,0,1,,,,1,,
klimagläubigkeit,gläubigkeit,['gläubigkeit'],gläubigkeit,f,['klimagläubigkeit'],,,[],['NPD'],,[],negative,0.0,"['Gottesfurcht', 'Gläubigkeit', 'Frömmigkeit']","['Beklommenheit', 'Muffe', 'Flattermann', 'Fracksausen', 'Scheu', 'Angstgefühl', 'Bammel', 'Bedenken', 'Furcht', 'Beklemmung', 'Sorge', 'Befürchtung', 'Bedrohungsgefühl', 'Muffensausen', 'Schiss', 'Manschetten', 'Angst']","['Befürchtung', 'Beklemmung', 'Scheu', 'Muffensausen', 'Manschetten', 'Schiss', 'Sorge', 'Angst', 'Flattermann', 'Fracksausen', 'Angstgefühl', 'Bedrohungsgefühl', 'Bedenken', 'Beklommenheit', 'Bammel', 'Furcht', 'Muffe']","['piousness', 'piety', 'righteousness', 'morality', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['Frömmigkeit aufgrund von Frömmigkeit'],[],[],glaubigkei,gläubigkeit,gläubigkeit,glaubig,,,,,"['gläubigkeit', 'glaube']","['gläubigkeit', 'glaube']",negative,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimagnom,gnom,"['gnome', 'gnoms', 'gnomen', 'gnom']",gnom,m,"['klimagnome', 'klimagnoms', 'klimagnomen', 'klimagnom']",,,,,[],,positive,0.0,"['Gnom', 'Kobold', 'Troll', 'Wichtelmännchen', 'Däumling', 'Heinzelmännchen', 'Wicht', 'Unhold', 'Zwerg', 'Wichtel', 'Wichtelmann', 'Winzling']",[],[],"['sprite', 'fay', 'fairy', 'faerie', 'faery', 'spiritual being', 'supernatural being', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",person,"['(Folklore) Feen, die etwas schelmisch sind', 'ein Fischköder, der beim Schleppangeln verwendet wird']",[],[],gnom,gnom,gnom,gnom,,,,,,[],negative,0.0,neutral,{'External'},,0.0,,1,0,0.0,,,,1,0,0.0,,1,,0.0,
klimagott,gott,"['gott', 'gotts', 'götter', 'göttern', 'gotte', 'gottes']",gott,m,"['klimagott', 'klimagotts', 'klimagötter', 'klimagöttern', 'klimagotte', 'klimagottes']",,,[],['ZDF'],,['strafend'],negative,0.0,"['Allah [islamisch]', 'Urschöpfer', 'Der Ewige', 'Schöpfer', 'Allmächtiger', 'Gottheit', 'Jehova [jüdisch]', 'Demiurg [gnostisch]', 'lieber Gott', 'Herr', 'Weltenlenker', 'Herrgott', 'Abraxas [gnostisch]', 'Adonai [jüdisch]', 'Elohim [jüdisch]', 'Gott', 'Allvater']",[],[],"['image', 'effigy', 'simulacrum', 'representation', 'creation', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",person,"['ein materielles Bildnis, das verehrt wird', 'Begriffe, die sich auf den jüdisch-christlichen Gott beziehen', 'das übernatürliche Wesen, das als vollkommener, allmächtiger und allwissender Urheber und Herrscher des Universums angesehen wird; Gegenstand der Anbetung in monotheistischen Religionen']",[],[],gott,gott,got,gott,,,,,"['gott', 'göttin']","['gott', 'göttin']",negative,0.058823529411764705,neutral,,{'External'},,0.3333333333333333,0,5,,0.0592978062696087,,"['potsdamer', 'huldigen']",0,5,,0.0592978062696087,,3,,0.0592978062696087
klimagunst,gunst,['gunst'],gunst,f,['klimagunst'],,,[],[],,[],positive,0.0,"['Zugehörigkeitsgefühl', 'Erbarmen', 'Treue', 'Privileg', 'Zugewandtheit', 'Mitleid', 'Gewogenheit', 'Gnade', 'Geneigtheit', 'Huld', 'Wohlwollen', 'Gunst', 'Vorzug', 'Identifikation', 'Vergünstigung', 'Vorteil']","['Empfindung', 'Gefühlserregung', 'Stimmungslage', 'Affekt', 'Gefühlsregung', 'Gefühlswallung', 'Gefühlsaufwallung', 'Gefühlsbewegung', 'Regung', 'Gefühl', 'Gespür', 'Sentiment', 'Emotion', 'Gemütsbewegung']","['Bewusstsein', 'Besinnung', 'Wachzustand', 'Ausschnitt', 'Bereich', 'Stück', 'Abschnitt', 'Fragment', 'Fetzen', 'Teil', 'Bruchstück', 'Stückchen', 'Segment', 'Teilbereich', 'Unvollendetes', 'Schub', 'Insult', 'Anfall']","['blessing', 'boon', 'good luck', 'good fortune', 'luckiness', 'lot', 'portion', 'luck', 'fortune', 'fate', 'destiny', 'circumstances', 'condition', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['etwas, wofür man dankbar sein kann', 'eine Neigung zu freundlichen oder wohltätigen Handlungen', 'Empfinden, treu zu sein', 'ein leichter Wettbewerbsvorteil']",[],[],gun,gunst,gunst,gunst,,,,,,[],positive,0.0625,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimagöttin,göttin,"['göttin', 'göttinnen']",göttin,f,"['klimagöttin', 'klimagöttinnen']",,,['Greta Thunberg'],[],,['neu'],positive,0.0,[],[],[],,person,[],[],[],gotti,göttin,göttin,gottin,,,,,"['göttin', 'gott']","['göttin', 'gott']",positive,0.0,positive,,{'External'},,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimahardliner,hardliner,"['hardliner', 'hardlinern', 'hardliners']",hardliner,m,"['klimahardliner', 'klimahardlinern', 'klimahardliners']",,,[],['University of Cambridge'],,[],negative,0.0,"['Falke', 'Vertreter eines harten Kurses', 'Hardliner']","['die Schwarzen', 'CDU', 'Christlich Demokratische Union', 'Konservative']","['Konservative', 'CDU', 'die Schwarzen', 'Christlich Demokratische Union']","['militarist', 'warmonger', 'grownup', 'adult', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'militarist', 'warmonger', 'grownup', 'adult', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,['Befürworter einer aggressiven Politik in den Außenbeziehungen'],[],[],hardli,hardlin,hardlin,hardlin,,,,,,[],negative,0.2333333333333333,negative,,{'External'},,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimaherausforderung,herausforderung,"['herausforderungen', 'herausforderung']",herausforderung,f,"['klimaherausforderungen', 'klimaherausforderung']",,,[],"['Massachusetts Institute of Technology', 'New York Times']",,[],negative,0.0,"['dicke Bretter bohren müssen', 'Schwierigkeit', 'Affront', 'Kampfansage', 'Kriegserklärung', 'harte Nuss', 'Herausforderung', 'Problem', 'offene Gegnerschaft']",[],[],[],abstraction,"['ein Faktor, der Schwierigkeiten bei der Erreichung eines positiven Ergebnisses verursacht oder dazu neigt, ein negatives Ergebnis hervorzubringen', 'eine absichtlich beleidigende Handlung oder etwas, das den Eindruck einer absichtlichen Geringschätzung erweckt']",[],[],herausforderung,herausforderung,herausforderung,herausforder,,,,,,[],negative,0.07777777777777778,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimahoax,hoax,"['hoax', 'hoaxes']",hoax,m,"['klimahoax', 'klimahoaxes']",,,"['Michael Mann', 'Tony Heller', 'Roy Spencer']",['Goddard Institute for Space Studies'],,[],positive,0.0,[],[],[],,abstraction,[],[],[],hoax,hoax,hoax,hoax,,,,,,[],positive,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimahokuspokus,hokuspokus,['hokuspokus'],hokuspokus,m,['klimahokuspokus'],,,[],[],,[],negative,0.0,"['Hokuspokus', 'Simsalabim', 'Abrakadabra', 'Zauberkunst', 'Hexenwerk', 'Voodoo', 'Magie', 'Zauberkunde', 'Zauberei', 'Hexhex', 'Hexerei']","['Quark', 'Schmarrn', 'Quatsch', 'Fez', 'Kohl', 'Gewäsch', 'Unfug', 'Kokolores', 'Kiki', 'Schwachfug', 'Pipifax', 'Driss', 'Humbug', 'dummes Zeug', 'Käse', 'gequirlte Scheiße', 'Kappes', 'Firlefanz', 'Unsinn', 'Schmu', 'Sottise', 'Nonsense', 'Blech', 'Blödsinn', 'Gelaber', 'Krampf', 'Bullshit', 'Heckmeck', 'Widersinn', 'Gefasel', 'Scheiß', 'saudummes Zeug', 'Bockmist', 'Schmarren', 'Quatsch mit Soße', 'Stuss', 'Schmäh', 'geistiger Dünnschiss', 'Scheiße', 'Nonsens', 'dümmliches Gerede', 'Mist', 'Mumpitz', 'Pillepalle', 'geistiger Durchfall', 'Tinnef', 'Schmonzes', 'Schwachsinn', 'Geschwafel', 'Papperlapapp']","['Tiefe', 'Tiefsinn']","['necromancy', 'black art', 'sorcery', 'black magic', 'thaumaturgy', 'magic', 'supernaturalism', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die Kunst der Zauberei', 'eine verbale Täuschung, die darauf abzielt, Sie in irgendeiner Weise zu übervorteilen']",[],[],hokuspoku,hokuspoku,hokuspok,hokuspokus,,,,,,[],negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimahose,hose,"['hosen', 'hose']",hose,f,"['klimahosen', 'klimahose']",,,[],['AFD'],,[],negative,0.0,"['Hose', 'Buxe', 'Hosen', 'Büx', 'Beinkleid']","['Fetzen', 'Kleid', 'Fummel']","['Kleid', 'Fummel', 'Fetzen']","['footwear', 'habiliment', 'article of clothing', 'vesture', 'wear', 'clothing', 'wearable', 'covering', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'footwear', 'habiliment', 'article of clothing', 'vesture', 'wear', 'clothing', 'wearable', 'consumer goods', 'commodity', 'trade good', 'good', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",abstraction,['Socken und Strümpfe und Strumpfhosen zusammen (die Briten schließen Unterwäsche ein)'],[],[],hos,hose,hos,hos,,,,,,[],negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimahybris,hybris,['hybris'],hybris,f,['klimahybris'],,,['Nigel Calder'],"['IPCC', 'ZDF', 'Die Grünen']",,['gemacht'],negative,0.0,"['Anmaßung', 'Vermessenheit', 'Hochmut', 'Selbstüberhöhung', 'Hybris']","['Hochstilisierung', 'Überhöhung', 'Idealisierung', 'Verklärung']","['Idealisierung', 'Hochstilisierung', 'Überhöhung', 'Verklärung']","['hauteur', 'lordliness', 'arrogance', 'high-handedness', 'haughtiness', 'pride', 'superbia', 'deadly sin', 'mortal sin', 'sin', 'sinning', 'transgression', 'evildoing', 'wrongdoing', 'misconduct', 'wrongful conduct', 'actus reus', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['überheblicher Stolz oder Anmaßung'],[],[],hybri,hybri,hybr,hybris,,,,,,[],negative,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimahype,hype,"['hype', 'hypes']",hype,m,"['klimahype', 'klimahypes']",,,"['Stefan Rahmstorf', 'Angela Merkel', 'Stefan Rahmstorf', 'Angela Merkel', 'Paul Krugman', 'Frank Asbeck', 'Hartmut Bachmann', 'Friedrich Merz']","['AWI', 'PIK', 'EIKE', 'AFD', 'NWO', 'UNO', 'DWD', 'EIKE']",,['aktuell'],negative,0.0,"['Bohei', 'Sturm im Wasserglas', 'Getöse', 'Rummel', 'Ballyhoo', 'Furore', 'Gehabe', 'Hysterie', 'Medienhype', 'Getue', 'Gesums', 'Massenhysterie', 'Theater', 'Buhei', 'Aufregung', 'Hype', 'Geschiss', 'Masseneuphorie', 'Aufriss', 'Gemach', 'Getrommel', 'Haupt- und Staatsaktion', 'Medienrummel', 'Tamtam', 'Schaumschlägerei', 'Aufhebens', 'Wirbel', 'Aufgeregtheit', 'Reklamerummel', 'Trara', 'Federlesen', '(künstliche) Aufregung', '(inszenierte) Begeisterung', 'Aufruhr', 'Aufsehen', 'Theaterdonner']","['Perkussion', 'Lektüre', 'Brausen', 'Schlagzeug', 'Lesen', 'Drumset', 'Dröhnen', 'Donner', 'Rückhalt', 'Rückstellung', 'Rücklage', 'Durcharbeiten', 'Rezeption']","['Rücklage', 'Rückstellung', 'Rückhalt', 'Dröhnen', 'Brausen', 'Donner', 'Rezeption', 'Lektüre', 'Durcharbeiten', 'Lesen', 'Drumset', 'Schlagzeug', 'Perkussion']","['fear', 'fearfulness', 'fright', 'emotion', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['übermäßige oder unkontrollierbare Angst', 'ein verwirrtes oder nervöses und aufgeregtes Gemüt']",['hysterie'],['hysterie'],hyp,hype,hyp,hyp,,,,,,['hysterie'],negative,0.0,neutral,,,,0.0,0,15,,0.178075361800887,,"['Millardengrab', 'Wirkmächtigkeit', 'Klimawende', 'kommen']",0,15,,0.178075361800887,,15,,0.178075361800887
klimahypothese,hypothese,"['hypothese', 'hypothesen']",hypothese,f,"['klimahypothese', 'klimahypothesen']",,,['Hans Joachim Schellnhuber'],['EIKE'],,[],neutral,0.0,"['Gedankengebäude', 'Voraussetzung', 'Mutmaßung', 'Präsumtion', 'Hypothese', 'Behauptung', 'Stochern im Nebel', 'Konzept', 'Theorie', 'Präsumption', 'Annahme', 'Modell', 'Vermutung', 'Spekulation', 'These']","['Unterstellung', 'Behauptung', 'Ansicht', 'These']","['Unterstellung', 'Ansicht', 'These', 'Behauptung']","['assumption', 'premise', 'premiss', 'posit', 'postulate', 'proposition', 'statement', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine unbewiesene Behauptung, die als Prämisse in einem Argument vorgebracht wird', 'ein Vorschlag zur Erklärung bestimmter Tatsachen oder Beobachtungen', 'eine Annahme, die als selbstverständlich vorausgesetzt wird']",[],[],hypoth,hypothes,hypothes,hypothes,,,,,,[],negative,0.0,negative,,,,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
