original,second_part,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,concept,definition,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,article,full_definition
klimahybris,hybris,hybris,f,['klimahybris'],,,Counter({'Nigel Calder': 1}),"Counter({'IPCC': 1, 'ZDF': 1, 'Die Grünen': 1})",,Counter({'gemacht': 1}),negative,0.0,action,['überheblicher Stolz oder Anmaßung'],[],negative,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimahybris, die
Der Begriff ""Klimahybris"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Nigel Calder. Im Kontext von ""Klimahybris"" erfolgt die Nennung folgender Organisation(en): IPCC, ZDF (Skeptiker Korpus)."
klimahype,hype,hype,m,"['klimahype', 'klimahypes']",,,"Counter({'Stefan Rahmstorf': 2, 'Angela Merkel': 2, 'Paul Krugman': 1, 'Frank Asbeck': 1, 'Hartmut Bachmann': 1, 'Friedrich Merz': 1})","Counter({'EIKE': 2, 'AWI': 1, 'PIK': 1, 'AFD': 1, 'NWO': 1, 'UNO': 1, 'DWD': 1})",,Counter({'aktuell': 1}),negative,0.0,abstraction,"['übermäßige oder unkontrollierbare Angst', 'ein verwirrtes oder nervöses und aufgeregtes Gemüt']",['hysterie'],negative,0.0,neutral,,,0.0,0.0,0,15,0.0,0.178075361800887,[],"['Wirkmächtigkeit', 'Millardengrab', 'Klimawende', 'kommen']",der,"Klimahype, der
Der Begriff ""Klimahype"" wird in unserem Korpus 15 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.178 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Stefan Rahmstorf und Angela Merkel. Im Kontext von ""Klimahype"" erfolgt die Nennung folgender Organisation(en): EIKE, AWI (Skeptiker Korpus).

Kollokationen: 'kommen', 'Klimawende' (Skeptiker Korpus)

Siehe auch: Klimahysterie"
klimahypothese,hypothese,hypothese,f,"['klimahypothese', 'klimahypothesen']",,,Counter({'Hans Joachim Schellnhuber': 1}),Counter({'EIKE': 1}),,Counter(),neutral,0.0,abstraction,"['eine unbewiesene Behauptung, die als Prämisse in einem Argument vorgebracht wird', 'ein Vorschlag zur Erklärung bestimmter Tatsachen oder Beobachtungen', 'eine Annahme, die als selbstverständlich vorausgesetzt wird']",[],negative,0.0,negativ,,,0.0,0.0,0,2,0.0,0.0156966951518003,[],[],die,"Klimahypothese, die
Der Begriff ""Klimahypothese"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Hans Joachim Schellnhuber. Im Kontext von ""Klimahypothese"" erfolgt die Nennung folgender Organisation(en): EIKE (Skeptiker Korpus)."
klimahysterie,hysterie,hysterie,f,"['klimahysterien', 'klimahysterie']","Counter({'Greta Thunberg': 3, 'Tom Buhrow': 2, 'Armin Laschet': 2, 'Friedrich Merz': 1, 'Ken Jebsen': 1, 'Wolf Dieter Storl': 1})","Counter({'FFF': 4, 'Springerpresse': 3, 'AFD': 3, 'WDR': 3, 'UN': 2, 'NDR': 2, 'IPCC': 1, 'EndzeitPropheten': 1, 'INSM': 1, 'SPD': 1, 'FDP': 1, 'WiWo': 1, 'Die Grünen': 1, 'FAZ': 1, 'Welt': 1, 'CDU': 1, 'NRWCDUMP': 1, 'Union': 1, 'Parents for Future': 1, 'EIKE': 1})","Counter({'Angela Merkel': 6, 'Greta Thunberg': 4, 'Hans Joachim Schellnhuber': 4, 'Donald Trump': 3, 'Barack Obama': 3, 'Barbara Hendricks': 3, 'Stefan Rahmstorf': 2, 'Claudia Kemfert': 2, 'Jörg Kachelmann': 2, 'Fritz Vahrenholt': 2, 'Susan Crockford': 1, 'Nicola Scafetta': 1, 'Myron Ebell': 1, 'Christian Schlüchter': 1, 'Robert Habeck': 1, 'Ottmar Edenhofer': 1, 'Harald Lesch': 1, 'Christian Möser': 1, 'Milan Viethen': 1, 'Ursula von der Leyen': 1, 'David Wojick': 1, 'Joe Bastardi': 1, 'Michael Shellenberger': 1, 'Paul Barry': 1, 'Chris Masters': 1, 'Emmanuel Macron': 1, 'Christopher Grau': 1, 'Anton Hofreiter': 1, 'Andreas Demmig': 1, 'Erna Solberg': 1, 'Scott Pruitt': 1, 'Heiko Maas': 1, 'Patrick Frank': 1, 'Michael Mann': 1, 'James Delingpole': 1, 'Naomi Seibt': 1, 'Kenneth Richard': 1, 'John Houghton': 1, 'Sigmar Gabriel': 1, 'Michail Gorbatschow': 1, 'Pierre Nanterme': 1, 'Aurelio Peccei': 1, 'Alexander King': 1, 'Frank Heidan': 1, 'Alexander Krauß': 1, 'Jörg Urban': 1, 'Daniell Pföhringer': 1, 'Mojib Latif': 1, 'Benny Peiser': 1, 'Naomi Oreskes': 1})","Counter({'IPCC': 17, 'EIKE': 15, 'PIK': 6, 'DWD': 6, 'UN': 4, 'NOAA': 4, 'SPD': 3, 'EPA': 2, 'MINT': 2, 'Milliarden HiroshimaBomben': 2, 'Der Spiegel': 2, 'Leipziger Volkszeitung': 2, 'Zeit Online': 2, 'Dipartimento di Scienze della Terra Dr': 1, 'KlimaComputermodellen': 1, 'Universität Bern': 1, 'katholischen Kirche': 1, 'Bayerisches Landesamt für Umwelt': 1, 'EU': 1, 'ARG': 1, 'Clean Energy Council': 1, 'EE Industrie': 1, 'katholische Kirche': 1, 'Berliner Tagesspiegel': 1, 'Deutsches Institut für Wirtschaftsforschung': 1, 'WIKIPEDIA': 1, 'Volkswagen': 1, 'Sowjetunion': 1, 'WBGU': 1, 'UNO': 1, 'WUWT': 1, 'T2': 1, 'ACHGUT': 1, 'Siemens': 1, 'EIA': 1, 'SED': 1, 'DIE WELT': 1, 'Deutscher Wetterdienst': 1, 'Antifa': 1, 'Spiegel Online': 1, 'Frankfurter Rundschau': 1, 'Deutschlandfunk': 1, 'Climate Bonds Initiative': 1, 'CSU': 1, 'Uni Gießen': 1, 'Exxon': 1, 'Accenture': 1, 'BP': 1, 'Europaparlament': 1, 'Chevron': 1, 'OECD': 1, 'Organisation für wirtschaftliche Zusammenarbeit und Entwicklung': 1, 'KlimaGurus': 1, 'Parteijugend': 1, 'CDU': 1, 'WWF': 1, 'Greenpeace': 1, 'Universität Osnabrück': 1, 'Global Warming Policy Foundation': 1, 'Universität Liverpool': 1, 'Uni Mainz': 1, 'Bürgerenergiegesellschaft': 1, 'Caritas': 1, 'Allianz': 1, 'Erste Asset Management GmbH': 1, 'OMV': 1, 'Generali Group': 1, 'Sparinvest': 1, 'Stiftung Abendrot': 1})","Counter({'gesteuert': 1, 'emotional': 1})","Counter({'wieder': 3, 'aktuell': 3, 'hochgespielt': 2, 'eimal': 2, 'doch': 2, 'vielleicht': 2, 'heutig': 2, 'jetzig': 2, 'dumm': 2, 'mehr': 1, 'immer': 1, 'aufschaukelnd': 1, 'wachsend': 1, 'überbietend': 1, 'kaum': 1, 'verordnet': 1, 'autoritätsgläubig': 1, 'reinster': 1, 'global': 1, 'vorhanden': 1, 'politisch': 1, 'politischideologisch': 1, 'vollphobisch': 1, 'geschürt': 1, 'künstlich': 1, 'momentan': 1, 'recherchiert': 1, 'gut': 1, 'manisch': 1, 'aufgekommen': 1, 'derzeitig': 1, 'überschäumend': 1, 'einmal': 1, 'selbst': 1, 'ideologiedurchsetzt': 1, 'teuer': 1, 'extrem': 1, 'deutsch': 1, 'zunehmend': 1, 'verstärkt': 1})",negative,0.0,abstraction,"['übermäßige oder unkontrollierbare Angst', 'ein verwirrtes oder nervöses und aufgeregtes Gemüt', 'ein Anfall von Hysterie']","['hype', 'hysterie', 'hysteriker']",negative,0.0,positiv,,,0.7,0.0425531914893617,10,97,0.0675340226710638,0.786023927565977,['Unwort'],"['Erdkult', 'vorhanden', 'aktuell', 'ausnutzen', 'bitte', 'Buch', 'Argument', 'einfach', 'zeigen']",die,"Klimahysterie, die
Der Begriff ""Klimahysterie"" wird in unserem Korpus 97 Mal von den Klimaforschungsskeptikern und 10 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.786 für die Skeptiker und 0.068 für die Vertreter. Die Verwendung wird in 70% der Fälle für den Vertreter Diskurs und in 4% der Fälle für den Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell positiv konnotiert. Wörter wie 'wieder' und 'aktuell' treten auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel und Greta Thunberg und der Vertreter Korpus die Person(en) Greta Thunberg und Tom Buhrow. Im Kontext von ""Klimahysterie"" erfolgt die Nennung folgender Organisation(en): IPCC, EIKE (Skeptiker Korpus) und FFF, Springerpresse (Vertreter Korpus).

Kollokationen: 'aktuell', 'Argument' (Skeptiker Korpus) und 'Unwort' (Vertreter Korpus)

Siehe auch: Klimahysteriker, Klimahype"
klimahysteriker,hysteriker,hysteriker,m,"['klimahysteriker', 'klimahysterikers', 'klimahysterikern']",Counter({'Nina Janisch': 1}),Counter({'WDR': 1}),"Counter({'Angela Merkel': 3, 'Volker Quaschning': 2, 'Hans Joachim Schellnhuber': 2, 'Claudia Kemfert': 2, 'Nigel Calder': 1, 'Christian Möser': 1, 'Andreas Demmig': 1, 'Stefan Kämpfe': 1, 'Josef Kowatsch': 1, 'Wolfgang Thüne': 1, 'Barack Obama': 1, 'Fritz Vahrenholt': 1, 'Daniell Pföhringer': 1})","Counter({'EIKE': 5, 'IPCC': 1, 'Greenpeace': 1, 'CDU': 1, 'PIK': 1, 'WWF': 1, 'Die Grünen': 1, 'Tagesspiegel': 1})","Counter({'wahr': 1, 'irrational': 1})","Counter({'selbst': 1, 'ernstmeinend': 1, 'kein': 1, 'darum': 1, 'weniger': 1, 'desto': 1, 'noch': 1, 'beamtet': 1, 'sogar': 1, 'beide': 1, 'arm': 1, 'sorgfältig': 1, 'vieler': 1})",negative,0.0,person,[],"['hysteriker', 'hysterie']",negative,0.0,neutral,Fremdzuschreibung,Fremdzuschreibung,1.0,0.0,1,27,0.0,0.277431273772284,[],[],der,"Klimahysteriker, der
Der Begriff ""Klimahysteriker"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 27 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.277 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimahysteriker"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker und als Fremdzuschreibung im Vetreter Korpus. Die Verwendung wird in 100% der Fälle im Vertreter Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel und Volker Quaschning und der Vertreter Korpus die Person(en) Nina Janisch. Im Kontext von ""Klimahysteriker"" erfolgt die Nennung folgender Organisation(en): EIKE, IPCC (Skeptiker Korpus) und WDR (Vertreter Korpus).

Siehe auch: Klimahysterie"
klimahölle,hölle,hölle,f,"['klimahöllen', 'klimahölle']",,,,,,Counter(),negative,0.0,abstraction,"['ein tiefer Ton, der laut und voluminös ist', 'ein schweres Leiden', 'die kriminelle Klasse']",[],negative,0.0,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimahölle, die
Der Begriff ""Klimahölle"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
klimahüpfer,hüpfer,hüpfer,m,"['klimahüpfers', 'klimahüpfer', 'klimahüpfern']",,,"Counter({'Luisa Neubauer': 1, 'Hans Joachim Schellnhuber': 1})","Counter({'FFF': 2, 'CSU': 1, 'SPD': 1, 'FDP': 1, 'KGB': 1, 'PIK': 1})",,"Counter({'allerdings': 1, 'alleine': 1})",negative,0.0,person,[None],[],positive,0.0,negativ,,Fremdzuschreibung,0.0,0.0,0,5,0.0,0.0592978062696087,[],[],der,"Klimahüpfer, der
Der Begriff ""Klimahüpfer"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 5 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.059 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimahüpfer"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Luisa Neubauer und Hans Joachim Schellnhuber. Im Kontext von ""Klimahüpfer"" erfolgt die Nennung folgender Organisation(en): FFF, CSU (Skeptiker Korpus)."
klimaideologie,ideologie,ideologie,f,"['klimaideologien', 'klimaideologie']",,,"Counter({'Henryk M. Broder': 1, 'Greta Thunberg': 1})","Counter({'EIKE': 1, 'NDR': 1})",,"Counter({'eigen': 1, 'menschenverachtend': 1, 'wachsend': 1, 'unsinnig': 1})",neutral,0.0,abstraction,"['eine umfassende Sicht auf die Welt und das menschliche Leben', 'imaginäre oder visionäre Theorienbildung']",[],neutral,0.0,neutral,,,0.0,0.0,0,4,0.0,0.0436011111178084,[],[],die,"Klimaideologie, die
Der Begriff ""Klimaideologie"" wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.044 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Henryk M. Broder und Greta Thunberg. Im Kontext von ""Klimaideologie"" erfolgt die Nennung folgender Organisation(en): EIKE, NDR (Skeptiker Korpus)."
klimaikone,ikone,ikone,f,"['klimaikone', 'klimaikonen']",,,"Counter({'Christopher Grau': 1, 'Greta Thunberg': 1})",,,Counter(),positive,0.0,person,"['eine ideale Instanz; eine perfekte Verkörperung eines Konzepts', 'ein konventionelles religiöses Gemälde in Öl auf einer kleinen Holztafel; wird in der Ostkirche verehrt', 'eine visuelle Darstellung (eines Objekts, einer Szene, einer Person oder einer Abstraktion) auf einer Oberfläche']",[],positive,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimaikone, die
Der Begriff ""Klimaikone"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaikone"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Christopher Grau und Greta Thunberg."
klimainsider,insider,insider,m,"['klimainsidern', 'klimainsider', 'klimainsiders']",,,,,,Counter(),positive,0.0,person,"['ein leitender Angestellter eines Unternehmens oder eine andere Person, die Zugang zu privaten Informationen über die Geschäftstätigkeit des Unternehmens hat', None]",[],positive,0.0999999999999999,neutral,,nan,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimainsider, der
Der Begriff ""Klimainsider"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
klimaintelligenz,intelligenz,intelligenz,f,"['klimaintelligenz', 'klimaintelligenzen']",,,,"Counter({'EIKE': 1, 'DWD': 1})",,Counter(),positive,0.0,abstraction,"['Wissen und intellektuelle Fähigkeiten', 'Fähigkeit, abstrakt und vernünftig zu denken und daraus zweckvolles Handeln abzuleiten', None]","['vernunft', 'verstand']",negative,0.0,neutral,,,0.0,1.0,0,1,0.0,0.0,[],[],die,"Klimaintelligenz, die
Der Begriff ""Klimaintelligenz"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 100% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimaintelligenz"" erfolgt die Nennung folgender Organisation(en): EIKE, DWD (Skeptiker Korpus).

Siehe auch: Klimavernunft, Klimaverstand"
klimairrsinn,irrsinn,irrsinn,m,"['klimairrsinnes', 'klimairrsinns', 'klimairrsinn']",,,"Counter({'Greta Thunberg': 3, 'Angela Merkel': 2, 'James Hansen': 1, 'Ursula von der Leyen': 1, 'Donald Trump': 1, 'Hans Joachim Schellnhuber': 1, 'Harald Lesch': 1, 'Mojib Latif': 1})","Counter({'EIKE': 2, 'AFD': 2, 'SPD': 2, 'EU': 1, 'WUWT': 1, 'NYT': 1, 'SED': 1, 'NSDAP': 1, 'IPCC': 1, 'CSU': 1, 'FDP': 1, 'CDU': 1, 'Linke': 1, 'PM': 1})",,"Counter({'sicher': 1, 'ungerührt': 1})",negative,0.0,action,"['törichtes oder sinnloses Verhalten', 'die Eigenschaft, unbesonnen und töricht zu sein', 'Gleichgültigkeit gegenüber Freude oder Schmerz']","['schwachsinn', 'verrücktheit', 'wahnsinn']",negative,0.0,negativ,,,0.0,0.0,0,11,0.0,0.128111024584786,[],['nehmen'],der,"Klimairrsinn, der
Der Begriff ""Klimairrsinn"" wird in unserem Korpus 11 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.128 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Greta Thunberg und Angela Merkel. Im Kontext von ""Klimairrsinn"" erfolgt die Nennung folgender Organisation(en): EIKE, AFD (Skeptiker Korpus).

Kollokationen: 'nehmen' (Skeptiker Korpus)

Siehe auch: Klimaschwachsinn, Klimawahnsinn, Klimaverrücktheit"
klimajünger,jünger,jünger,m,"['klimajüngern', 'klimajüngers', 'klimajünger']",,"Counter({'INSM': 1, 'BILD': 1, 'WiWo': 1, 'FAZ': 1, 'Welt': 1, 'CDU': 1})",Counter({'Jörg Kachelmann': 1}),"Counter({'Die Grünen': 1, 'KlimaNarrativ': 1})",Counter(),Counter(),negative,0.0,person,"['ein großes Transportmittel, das von einem Lastwagen oder einer Zugmaschine gezogen werden kann', '(Neues Testament) einer der ursprünglichen 12 Jünger, die von Christus ausgewählt wurden, um sein Evangelium zu verkünden']",[],positive,0.0,neutral,nan,Fremdzuschreibung,0.0,0.0,1,4,0.0,0.0436011111178084,[],[],der,"Klimajünger, der
Der Begriff ""Klimajünger"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.044 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimajünger"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Jörg Kachelmann. Im Kontext von ""Klimajünger"" erfolgt die Nennung folgender Organisation(en): Die Grünen, KlimaNarrativ (Skeptiker Korpus) und INSM, BILD (Vertreter Korpus)."
klimakabarett,kabarett,kabarett,n,"['klimakabaretten', 'klimakabarett', 'klimakabarette', 'klimakabaretts']",,,,Counter({'CDU': 1}),Counter({'Berliner': 1}),Counter(),positive,0.0,action,['eine Reihe von Auftritten in einem Nachtclub'],"['show', 'zirkus']",negative,0.0,neutral,,,0.0,1.0,1,1,0.0,0.0,[],[],das,"Klimakabarett, das
Der Begriff ""Klimakabarett"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 100% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimakabarett"" erfolgt die Nennung folgender Organisation(en): CDU (Skeptiker Korpus).

Siehe auch: Klimashow, Klimazirkus"
