original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment
klimafront,front,"['front', 'fronten']",front,f,"['klimafront', 'klimafronten']","['Feld', 'Kriegsschauplatz', 'Fassade', 'Feld der Ehre', 'Frontpartie', 'Gefechtsfeld', 'Kampfzone', 'Kampfgebiet', 'Schauseite', 'Vorderseite', 'Exterieur', 'Vorderansicht', 'Vorderteil', 'Schlachtfeld', 'Frontansicht', 'Kampfplatz', 'Kriegsgebiet', 'Linie', 'Front', 'Schnauze', 'Frontlinie']","['daherreden', 'sabbeln', 'Sichtweise', 'Blickrichtung', 'sich auslassen', 'schwatzen', 'Blickwinkel', 'daherplappern', 'herumlabern', 'schwafeln', 'groß herumtönen', 'plappern', 'quasseln', 'sich ergehen', 'Aspekt', 'schwätzen', 'Anschauungsweise', 'schwadronieren', 'salbadern', 'Ansicht', 'sich verbreiten', 'Perspektive', 'faseln', 'Standpunkt', 'Sichtfeld', 'Sicht']","['Aspekt', 'Sichtweise', 'Ansicht', 'Blickwinkel', 'Standpunkt', 'Perspektive', 'Sichtfeld', 'Blickrichtung', 'Anschauungsweise', 'Sicht', 'sich ergehen', 'sich verbreiten', 'sabbeln', 'quasseln', 'groß herumtönen', 'herumlabern', 'daherreden', 'sich auslassen', 'daherplappern', 'schwatzen', 'schwafeln', 'plappern', 'schwadronieren', 'schwätzen', 'salbadern', 'faseln']","['region', 'location', 'physical object', 'object', 'physical entity', 'entity']",location,"['ein Gebiet, in dem aktive militärische Operationen durchgeführt werden', 'die Stirnseite oder Vorderseite eines Gebäudes', 'eine Gruppe von Menschen mit einer gemeinsamen Ideologie, die gemeinsam versuchen, bestimmte allgemeine Ziele zu erreichen']",[],[],fro,front,front,front,[],[],[],[],[],[],,,,Counter({'EIKE': 1}),,[],,0.0,,,0,4,,0.0464972214860532,[],[],negative
klimaführerin,führerin,"['führerinnen', 'führerin']",führerin,f,"['klimaführerinnen', 'klimaführerin']",[],[],[],[],person,[],[],[],fuhreri,führerin,führerin,fuhrerin,[],[],[],[],[],[],,,,,,[],,0.0,,External,0,1,,0.0,[],[],neutral
klimagangster,gangster,"['gangsters', 'gangstern', 'gangster']",gangster,m,"['klimagangsters', 'klimagangstern', 'klimagangster']","['Verbrecher', 'Ganove', 'Gangster', 'Halunke', 'Gauner', 'Bandit', 'Galgenstrick', 'Galgenvogel']","['Verbrecher', 'Schächer', 'Straftäter', 'schwerer Junge', 'Gesetzesbrecher', 'Krimineller', 'Täter', 'kriminelles Element']","['Verbrecher', 'Straftäter', 'Täter', 'schwerer Junge', 'Schächer', 'Krimineller', 'Gesetzesbrecher', 'kriminelles Element']","['crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Krimineller, der Mitglied einer Bande ist']",['verbrecher'],['verbrecher'],gang,gangster,gangst,gang,[],[],[],[],[],['verbrecher'],,,Counter({'Christian Möser': 1}),,,[],,0.0,,External,0,1,,0.0,[],[],negative
klimagarde,garde,"['garden', 'garde']",garde,f,"['klimagarden', 'klimagarde']",[],[],[],[],group,[],[],[],gard,gard,gard,gard,[],[],[],[],[],[],,,"Counter({'Barbara Hendricks': 3, 'Bärbel Höhn': 1, 'Jörg Kachelmann': 1, 'Frank-Walter Steinmeier': 1})","Counter({'EIKE': 3, 'Greenpeace': 1, 'RWE': 1, 'Europäische Parlament': 1, 'WIKIPEDIA': 1})",,"['jung', 'aktiv', 'jung', 'jung']",,0.0,,External,0,3,,0.0300764987421918,[],"['jung', 'Weltrettungsbibel']",neutral
klimagau,gau,"['gauen', 'gaues', 'gaus', 'gau', 'gaue']",gau,m,"['klimagauen', 'klimagaues', 'klimagaus', 'klimagau', 'klimagaue']","['Auslegungsstörfall', 'Gau', 'Komitat', 'Fiasko', 'Katastrophe', 'GAU', 'Gespanschaft', 'Debakel', 'Desaster', 'Unfall mit katastrophalen Folgen']","['Härte', 'Rauheit']","['Unglück', 'Verhängnis', 'Unheil', 'Fluch', 'Geißel', 'Unstern', 'Unsegen']","['defeat', 'licking', 'finish', 'conclusion', 'ending', 'occurrence', 'occurrent', 'natural event', 'happening', 'event', 'abstraction', 'abstract entity', 'entity', 'defeat', 'licking', 'failure', 'occurrence', 'occurrent', 'natural event', 'happening', 'event', 'abstraction', 'abstract entity', 'entity']",abstraction,"['eine solide Niederlage', None, None]",[],[],gau,gau,gau,gau,[],[],[],[],[],[],Counter({'Greta Thunberg': 1}),Counter({'Europäischen Rat': 1}),,,['final'],['weltweit'],0.0,0.0,,,3,1,0.0159028307170063,0.0,[],[],negative
klimagefahr,gefahr,"['gefahr', 'gefahren']",gefahr,f,"['klimagefahr', 'klimagefahren']","['Misserfolgswahrscheinlickeit', 'Bedrohung', 'drohendes Unheil', 'Risiko', 'Unsicherheit', 'Gefahr', 'Fährde', 'Stolperfalle', 'potentielle Schadeinwirkung', 'Gefährdung', 'Fährnis']",[],[],"['danger', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",abstraction,"['etwas, das eine Quelle der Gefahr ist']",[],[],fahr,gefahr,gefahr,gefahr,[],[],[],[],[],[],,,"Counter({'Maybritt Illner': 1, 'Svenja Schulze': 1})","Counter({'University of California': 1, 'SPIEGEL': 1, 'IPCC': 1, 'BUND': 1, 'NABU': 1, 'DUH': 1, 'EU': 1})",['plötzlich'],"['existenziell', 'angeblich', 'neu', 'wirklich']",0.0,0.0,,,2,9,0.0082929243285437,0.109408804157064,[],"['verschwinden', 'simuliert']",negative
klimagefasel,gefasel,"['gefasel', 'gefasels']",gefasel,n,"['klimagefasel', 'klimagefasels']","['Bullshit', 'Quatsch', 'Heckmeck', 'Blödsinn', 'Schmarren', 'Gelaber', 'leere Worte', 'Kohl', 'Geschwalle', 'Luftblasen', 'Quark', 'leeres Gerede', 'Schmonzes', 'Krampf', 'Käse', 'Schmu', 'Quatsch mit Soße', 'Blech', 'Mumpitz', 'Sottise', 'Stuss', 'Geblubber', 'langweilige Rede', 'geistiger Dünnschiss', 'Scheiße', 'Unfug', 'warme Worte', 'Geschwätz', 'Schmarrn', 'hohle Phrasen', 'Pipifax', 'Gefasel', 'Kokolores', 'dümmliches Gerede', 'Nonsense', 'Kappes', 'Nonsens', 'geistiger Durchfall', 'Schein-Tiefsinn', 'Geschwafel', 'Schmus', 'Schwachsinn', 'Schwachfug', 'gequirlte Scheiße', 'Kiki', 'Sermon', 'Schmäh', 'Gewäsch', 'Driss', 'Firlefanz', 'Widersinn', 'Geplänkel', 'Humbug', 'Tinnef', 'Bockmist', 'Fez', 'dummes Zeug', 'saudummes Zeug', 'Pillepalle', 'Mist', 'Scheiß', 'Geseire', 'Papperlapapp', 'Blabla', 'Unsinn', 'Gerede', 'Geschwurbel', 'Gemunkel']","['Tiefe', 'Gelaber', 'leere Worte', 'Geschwalle', 'Luftblasen', 'leeres Gerede', 'Geblubber', 'langweilige Rede', 'Geschwätz', 'warme Worte', 'hohle Phrasen', 'Gefasel', 'Tiefsinn', 'Schein-Tiefsinn', 'Geschwafel', 'Schmus', 'Sermon', 'Gewäsch', 'Geplänkel', 'dummes Zeug', 'Geseire', 'Blabla', 'Gerede', 'Geschwurbel', 'Gemunkel']","['Tiefe', 'Tiefsinn', 'Tiefe', 'Tiefsinn']","['gibber', 'gibberish', 'bunk', 'nonsense', 'meaninglessness', 'nonsensicality', 'hokum', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['törichtes Kauderwelsch', 'unsinniges Gerede oder Schreiben']",[],"['blödsinn', 'käse', 'quatsch', 'unfug', 'unsinn']",fasel,gefasel,gefasel,gefasel,[],[],[],[],[],"['blödsinn', 'käse', 'quatsch', 'unfug', 'unsinn']",,,Counter({'Donald Trump': 1}),,,[],,0.0,,,0,1,,0.0,[],[],negative
klimagerechtigkeit,gerechtigkeit,"['gerechtigkeit', 'gerechtigkeiten']",gerechtigkeit,f,"['klimagerechtigkeit', 'klimagerechtigkeiten']","['Recht', 'Gerechtigkeit']",[],[],"['natural virtue', 'cardinal virtue', 'virtue', 'good', 'goodness', 'morality', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity', 'righteousness', 'morality', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['gerecht oder fair zu sein'],[],[],rechtigkei,gerechtigkeit,gerechtigkeit,gerecht,[],[],[],[],"['gerechtigkeit', 'ungerechtigkeit']","['gerechtigkeit', 'ungerechtigkeit']","Counter({'Greta Thunberg': 7, 'Olaf Scholz': 6, 'Angela Merkel': 6, 'Joe Biden': 6, 'Mitzi Jonelle Tan': 5, 'Kenneth Richard': 4, 'Sina Reisch': 3, 'Hilda Nakabye': 3, 'Eckart von Hirschhausen': 3, 'Christian Stöcker': 3, 'Jördis Thümmler': 3, 'Ella Kissi-Debrah': 3, 'Yannick Passeick': 3, 'Detlef Laußmann': 2, 'Vanessa Nakate': 2, 'Georg Flyod': 2, 'Jair Bolsonaro': 2, 'Kathrin Henneberger': 2, 'Janusz Wojciechowski': 2, 'Ursula von der Leyen': 2, 'Lena MeyerLandrut': 2, 'Erik Marquart': 2, 'Katja Riemann': 2, 'Roland Meister': 2, 'Dalila Nouame': 2, 'Helena Marschall': 2, 'Annika Kruse': 2, 'Said Nesar Hashemi': 2, 'Kaloyan Velkov': 2, 'Sedat Gürbüz': 2, 'Hamza Kurtović': 2, 'Gökhan Gültekin': 2, 'Ferhat Unvar': 2, 'Fatih Saraçoğlu': 2, 'Françoise Vergès': 2, 'Svenja Schulze': 1, 'Marie Klee': 1, 'Luisa Neubauer': 1, 'Adélaïde Charlier': 1, 'Frank Plasberg': 1, 'Holger Bär': 1, 'Niels Ehlers': 1, 'Kai Bergmann': 1, 'Simon Sutterlütti': 1, 'Bernd Fiedler': 1, 'Sylvia Hartmann': 1, 'Tedros Adhanom Ghebreyesus': 1, 'Stella Kyriakides': 1, 'Howey Ou': 1, 'Marlene Moses': 1, 'Friedrich Merz': 1, 'Armin Laschet': 1, 'Norbert Röttgen': 1, 'Isabelle Axelsson': 1, 'Joschua Elbing': 1, 'Sarah Bauer': 1, 'Paula Stoffels': 1, 'Ann Pettifor': 1, 'Inga Thao My Bui': 1, 'Fabian Schäfer': 1, 'Disha Ravi': 1, 'Axel Fischer': 1, 'Karin Strenz': 1, 'Asuka Kähler': 1, 'Christina Schliesky': 1, 'Axel Strutz': 1, 'Alexej Nawalny': 1, 'Christiane Averbeck': 1, 'Nicolas Hulo': 1, 'Wolfgang Schäuble': 1, 'Nicholas Stern': 1, 'Pauline Brünger': 1, 'Quang Paasch': 1, 'Catarina Mota': 1, 'Donald Trump': 1, 'Daniela Gottschlich': 1, 'Raimond Lüppken': 1, 'Michael Hebeisen': 1, 'Katrina Mc Kee': 1, 'Helene Helix Heyer': 1, 'Hermann von Wissmann': 1, 'Paul Crutzen': 1, 'Alex Lubin': 1, 'Nene Opoku': 1, 'Gaye Theresa Johnson': 1, 'Marion Andert': 1, 'Viola Nordsieck': 1, 'Adelheid Biesecker': 1, 'Marius Hasenheit': 1, 'Klara Kauhausen': 1, 'Henning Flad': 1})","Counter({'FFF': 59, 'EU': 15, 'Bundestag': 9, 'Gewerkschaft ver.di': 8, 'Students for Future': 7, 'Public Climate School': 6, 'BUNDjugend': 5, 'MatterBewegung': 4, 'DIE WELT': 4, 'YouTube Aktuelles': 4, 'Der Spiegel': 4, 'Climate and Gender Justice': 4, 'Environmental Protection Agency': 3, 'SPD': 3, 'Lufthansa': 3, 'PCS': 3, 'Weltgesundheitsorganisation': 3, 'CSU': 3, 'RWE': 3, 'MAPA': 3, 'Spiegel': 3, 'FARN': 3, 'Evangelische Schule Berlin': 2, 'Parents for Future': 2, 'Europäischen Union': 2, 'CDU': 2, 'ETS': 2, 'Institut für ökologische Wirtschaftsforschung': 2, 'GAP': 2, 'Deutschen Fachverband für Agroforstwirtschaft': 2, 'Weltbank': 2, 'OnlineDemo': 2, 'WMO': 2, 'Commerzbank': 2, 'PM': 2, 'BUND': 2, 'Wuppertal Institut': 2, 'XR Trier': 2, 'XR Darmstadt': 2, 'XR Thüringen': 2, 'XR Göttingen': 2, 'XR Freiburg': 2, 'XR Bremen': 2, 'XR Magdeburg': 2, 'XR Heidelberg': 2, 'XR HamburgWest': 2, 'Antirassitische Gruppe': 2, 'XR Potsdam': 2, 'XR Zwickau': 2, 'XR Dresden': 2, 'ZDF': 2, 'Stiftung Klima- und Umweltschutz': 2, 'DIW': 2, 'AFD': 2, 'Rosa Luxemburg Stiftung': 2, 'Fachstelle Radikalisierungsprävention': 2, 'ABC': 1, 'Hinterland of Things': 1, 'PAB': 1, 'Ministerin für Naturschutz und Umwelt': 1, 'ravensburg': 1, 'ARD': 1, 'AdaniKohlemine': 1, 'Siemens': 1, 'MigrantifaGruppen': 1, 'Migrantifa for Future': 1, 'HeidelbergCement': 1, 'Paritätischen Gesamtverband': 1, 'schwedischen Parlament': 1, 'KNOe Grüner': 1, 'Kapitalistischer Wachstunszwang': 1, 'NFF': 1, 'P4F': 1, 'Europäische Union': 1, 'Rotes Kreuz': 1, 'PlantforthePlanet Foundation': 1, 'GLS Bank': 1, 'Organisation Care': 1, 'Essen': 1, 'Deutschland international': 1, 'BDI': 1, 'Initiative Neue Soziale Marktwirtschaft': 1, 'INSM': 1, 'Instituts der deutsche Wirtschaft': 1, 'IW': 1, 'BDA': 1, 'Greenpeace': 1, 'Shell': 1, 'OMV': 1, 'Union': 1, 'GermanZero': 1, 'Bund für Umwelt und Naturschutz': 1, 'DUH': 1, 'Deutschen Umwelthilfe': 1, 'Teachers for Future': 1, 'Entrepreneurs for Future': 1, 'Europäische Parlament': 1, 'Europäische Rat': 1, 'BNE': 1, 'MigrantifaBewegung': 1, 'Internationale Strafgerichtshof': 1, 'Spiegel Online': 1, 'Hamburg for Future': 1, 'Or': 1, 'Umweltinstitut München': 1, 'Scientists For Future': 1, 'Bundesministerium für Wirtschaft und Energie': 1, 'FDP': 1, 'Linke': 1, 'Die Grünen': 1, 'People For Future Weilburg': 1, 'Demokratische Partei': 1, 'KlimaAllianz Deutschland': 1, 'Wuppertal Institutes': 1, 'SachsenAnhalt': 1, 'Umweltminister': 1, 'belgische Universität Mons': 1, 'Jugendorganisation der Grünen': 1, 'Gazprom': 1, 'Stiftung Urgenda': 1, 'Europäischen Gerichtshof': 1, 'LNG': 1, 'Grafik AG': 1, 'Kampagnen AG': 1, 'EVPFraktion': 1, 'Radikalisierungsprävention in Deutschland': 1, 'Universität Bielefeld': 1, 'Institut für interdisziplinäre Konflikt- und Gewaltforschung': 1, 'IKG': 1, 'BUKO': 1, 'jugendschutz.net': 1, 'Ecological Perspectives for Science & Society': 1, 'www.zdf.de': 1, 'GAIA': 1, 'GMF': 1, 'TU Berlin': 1, 'Fridays for Hubraum': 1, 'Naturfreunde': 1, 'Naturfreundejugend Deutschlands': 1, 'DegrowthBewegung': 1, 'Degrowth': 1, 'Bundesarbeitsgemeinschaft Kirche': 1, 'Hochschule für nachhaltige Entwicklung Eberswalde': 1, 'HNEE': 1, 'Initiative Reclaim The Forest': 1})","Counter({'Barbara Hendricks': 2, 'Wolfgang Thüne': 2, 'Hanna Thiele': 1, 'Horst-Joachim Lüdecke': 1, 'Claudia Kemfert': 1, 'Anton Hofreiter': 1, 'Karl Marx': 1, 'Hans Joachim Schellnhuber': 1, 'Angela Merkel': 1})","Counter({'Die Grünen': 2, 'EU': 2, 'katholische Kirche': 2, 'NATO': 1, 'DPG': 1, 'FDP': 1, 'Europäischen Union': 1, 'Bundestag': 1, 'katholischen Kirche': 1})","['letzter', 'mehr', 'jetzt', 'zwar', 'unbequem', 'jetzt', 'klassizistisch', 'laut', 'global', 'solidarisch', 'mehr', 'vieler', 'weltweit', 'mehr', 'global', 'international', 'anderswo', 'effektiv', 'effektiv', 'effektiv', 'global', 'mehr', 'laut', 'echt', 'kein', 'technisch', 'jetzt', 'international', 'global', 'mehr', 'alt', 'global', 'echt', 'effektiv', 'Jetzt', 'umfassend', 'global', 'wirklich', 'antifaschistisch', 'global', 'regional', 'global', 'menschenrechtlich', 'global']","['global', 'global', 'mehr', 'mehr', 'mehr', 'kein', 'global']",0.0,0.4,,,280,16,1.0,0.195064067345776,"['Forderung', 'Kampf', 'global', 'fordern', 'Bewegung', 'bedeuten', 'Einhaltung', 'rechter', 'gehen', 'einsetzen']","['global', 'mehr', 'aufgreifen']",neutral
klimageschrei,geschrei,"['geschreis', 'geschrei']",geschrei,n,"['klimageschreis', 'klimageschrei']","['Geschrei', 'Gegröl', 'Krakeel', 'Schreierei', 'Gebrüll', 'Lärmerei', 'Gejohle', 'Gelärme', 'Gegröle', 'Grölerei', 'Gelärm', 'Brüllerei', 'Gejohl']","['Ruf', 'Schrei', 'Ausruf', 'Exclamatio']","['Äußerung', 'Vorbringen']","['noise', 'sound', 'occurrence', 'occurrent', 'natural event', 'happening', 'event', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein lautes, raues oder schrilles Geräusch']",[],[],schrei,geschrei,geschre,geschrei,[],[],[],[],"['geschrei', 'aufschrei']","['geschrei', 'aufschrei']",,,,Counter({'Siemens': 1}),,[],,0.0,,,0,1,,0.0,[],[],neutral
klimageschäft,geschäft,"['geschäfte', 'geschäfts', 'geschäften', 'geschäft', 'geschäftes']",geschäft,n,"['klimageschäfte', 'klimageschäfts', 'klimageschäften', 'klimageschäft', 'klimageschäftes']","['Verkaufsstelle', 'Arbeit', 'geschäftliche Aktivitäten', 'Tun', 'Tätigkeit', 'Shop', 'Beschäftigung', 'geschäftliche Tätigkeit', 'Geschäftstätigkeit', 'Laden', 'Handel', 'Handel für', 'Schaffen', 'Geschäftsleben', 'Kaufhaus', 'Deal', 'Geschäft', 'Handlung']","['Versuch', 'Erledigung', 'Auslauf', 'Auslass', 'Unternehmung', 'Bearbeitung', 'Vorsatz']","['Auslass', 'Auslauf', 'Erledigung', 'Bearbeitung', 'Versuch', 'Vorsatz', 'Unternehmung']","['worry', 'vexation', 'concern', 'headache', 'negative stimulus', 'input', 'stimulant', 'stimulation', 'stimulus', 'information', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein rechtmäßiges Anliegen oder eine Verantwortung', 'das Geschäft, das einem Handelsunternehmen von seinen Kunden übertragen wird', ' ein mehr oder weniger praktisches Tun', 'eine Handelseinrichtung für den Einzelverkauf von Waren oder Dienstleistungen']",[],[],schaf,geschäft,geschäft,geschaft,[],[],[],[],[],[],"Counter({'Franz Perrez': 1, 'Christian Eichler': 1, 'Susanne Schwarz': 1, 'Annalena Baerbock': 1, 'Tony Rinaudo': 1})","Counter({'Union': 1, 'Klimawissen e.V': 1})",,"Counter({'der Grünen': 1, 'Commerzbank': 1, 'Aldi': 1, 'Die Grünen': 1})",['international'],[],0.0,0.0,,,0,2,,0.0156966951518003,[],[],negative
klimagesinnung,gesinnung,"['gesinnungen', 'gesinnung']",gesinnung,f,"['klimagesinnungen', 'klimagesinnung']","['Charakteranlage', 'Lebenseinstellung', 'wes Sinnes', 'Selbstverständnis', 'Position', 'Mentalität', 'Attitüde', 'Gesinnung', 'Ideologie', 'Grundeinstellung', 'innere Haltung', '(innere) Einstellung', 'Denkungsart', 'Weltanschauung', 'Überzeugung', 'Neigung', 'Veranlagung', 'welchen Sinnes', 'Haltung', 'Weltverständnis', 'Mindset', 'Sinnesart', 'Couleur', 'Geisteshaltung', 'geistiger Standort', 'Weltbild', 'Sicht der Dinge', 'wes Geistes Kind', 'Werte', 'Wertauffassung', 'welches Sinnes', 'Grundhaltung', 'Denke', 'Ethos', 'Auffassung vom Leben', 'Weltsicht', 'ideologischer Standort', 'Weltauffassung', 'Denkweise', 'Stellung', 'Grundüberzeugung', 'Standpunkt', 'Philosophie']","['Anschauung', 'Begriff', 'Anlage', 'Idee', 'Fähigkeit', 'Vorstellung', 'Auffassung', 'Denkweise', 'Begabung', 'Talent', 'Ausdruck', 'Gabe']","['Gabe', 'Anlage', 'Fähigkeit', 'Talent', 'Begabung', 'Idee', 'Auffassung', 'Anschauung', 'Vorstellung', 'Begriff', 'Ausdruck', 'Denkweise']","['human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['die Abweichung von einer vertikalen Position', 'eine umfassende Sicht auf die Welt und das menschliche Leben', 'die Anordnung des Körpers und seiner Gliedmaßen']",[],[],sinnung,gesinnung,gesinnung,gesinn,[],[],[],[],[],[],,,"Counter({'Ursula von der Leyen': 1, 'Angela Merkel': 1})","Counter({'Bayerisches Landesamt für Umwelt': 1, 'EIKE': 1, 'PIK': 1})",,"['richtig', 'grün', 'diesmal', 'richtig']",,0.0,,,0,2,,0.0156966951518003,[],[],neutral
klimaglaube,glaube,"['glaubens', 'glaube', 'glauben']",glaube,m,"['klimaglaubens', 'klimaglaube', 'klimaglauben']","['Religion', 'Konfession', 'Glauben', 'Vertrauen', 'Glaubensrichtung', 'religiöse Überzeugung', 'Bekenntnis', 'Zuversicht', 'Glaube', 'Kirche', 'Gewissheit', 'Weltanschauung', 'Denomination']","['Religion', 'Glauben', 'Glaubensrichtung', 'religiöse Überzeugung', 'Glaube', 'Kirche', 'Weltanschauung']","['Glaube', 'Weltanschauung', 'Religion', 'Kirche', 'Glaubensrichtung', 'Glauben', 'religiöse Überzeugung']","['cognitive state', 'state of mind', 'psychological condition', 'psychological state', 'mental state', 'mental condition', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['der Zustand, sicher zu sein', 'eine öffentliche Erklärung des Glaubens', 'eine Einrichtung zum Ausdruck des Glaubens an eine göttliche Macht']",[],[],glaub,glaub,glaub,glaub,[],[],[],[],"['glaube', 'gläubigkeit']","['glaube', 'gläubigkeit']",,,"Counter({'Angela Merkel': 2, 'Donald Trump': 1, 'Melanie Guldi': 1, 'Alan Barreca': 1, 'Olivier Deschenes': 1})","Counter({'Die Grünen': 2, 'PIK': 1, 'EU': 1, 'Europäischen Union': 1, 'Tagesspiegel': 1, 'EIKE': 1, 'Klima- „ Wissenschaft': 1, 'CDU': 1})",,"['offiziell', 'ideologisch', 'global', 'global', 'personell']",,0.0,,,0,6,,0.0716249048365728,[],['global'],neutral
klimaglaubensbekenntnis,glaubensbekenntnis,"['glaubensbekenntnissen', 'glaubensbekenntnisses', 'glaubensbekenntnisse', 'glaubensbekenntnis']",glaubensbekenntnis,n,"['klimaglaubensbekenntnissen', 'klimaglaubensbekenntnisses', 'klimaglaubensbekenntnisse', 'klimaglaubensbekenntnis']","['Kredo', 'Glaubensbekenntnis', 'geglaubter Grundsatz', 'Credo']","['Haltung', 'Auffassung vom Leben', 'Grundeinstellung', 'Einstellung zu', 'Philosophie', 'Mentalität']","['Haltung', 'Grundeinstellung', 'Auffassung vom Leben', 'Philosophie', 'Einstellung zu', 'Mentalität']","['philosophy', 'ism', 'school of thought', 'doctrine', 'philosophical system', 'belief', 'content', 'mental object', 'cognitive content', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,['ein System von Grundsätzen oder Überzeugungen'],[],[],glaubensbekenntni,glaubensbekenntni,glaubensbekenntn,glaubensbekenntnis,[],[],[],[],[],[],,,,Counter({'CDU': 1}),,[],,0.0,,,0,1,,0.0,[],[],neutral
klimaglaubenslehre,glaubenslehre,"['glaubenslehre', 'glaubenslehren']",glaubenslehre,f,"['klimaglaubenslehre', 'klimaglaubenslehren']",[],[],[],[],abstraction,[],[],[],glaubenslehr,glaubenslehr,glaubenslehr,glaubenslehr,[],[],[],[],[],[],,,Counter({'Angela Merkel': 1}),"Counter({'Tagesspiegel': 1, 'EIKE': 1, 'Die Grünen': 1})",,['offiziell'],,0.0,,,0,1,,,[],[],neutral
